station,date,year,month_abbr,day_in_month,doy,daily_rainfall_LS
'LIVING01',1951-07-11,1951,Jul,11,193,0
'LIVING01',1951-07-12,1951,Jul,12,194,0
'LIVING01',1951-07-13,1951,Jul,13,195,0
'LIVING01',1951-07-14,1951,Jul,14,196,0
'LIVING01',1951-07-15,1951,Jul,15,197,0
'LIVING01',1951-07-16,1951,Jul,16,198,0
'LIVING01',1951-07-17,1951,Jul,17,199,0
'LIVING01',1951-07-18,1951,Jul,18,200,0
'LIVING01',1951-07-19,1951,Jul,19,201,0
'LIVING01',1951-07-20,1951,Jul,20,202,0
'LIVING01',1951-07-21,1951,Jul,21,203,0
'LIVING01',1951-07-22,1951,Jul,22,204,0
'LIVING01',1951-07-23,1951,Jul,23,205,0
'LIVING01',1951-07-24,1951,Jul,24,206,0
'LIVING01',1951-07-25,1951,Jul,25,207,0
'LIVING01',1951-07-26,1951,Jul,26,208,0
'LIVING01',1951-07-27,1951,Jul,27,209,0
'LIVING01',1951-07-28,1951,Jul,28,210,0
'LIVING01',1951-07-29,1951,Jul,29,211,0
'LIVING01',1951-07-30,1951,Jul,30,212,0
'LIVING01',1951-07-31,1951,Jul,31,213,0
'LIVING01',1951-08-01,1951,Aug,1,214,0
'LIVING01',1951-08-02,1951,Aug,2,215,0
'LIVING01',1951-08-03,1951,Aug,3,216,0
'LIVING01',1951-08-04,1951,Aug,4,217,0
'LIVING01',1951-08-05,1951,Aug,5,218,0
'LIVING01',1951-08-06,1951,Aug,6,219,0
'LIVING01',1951-08-07,1951,Aug,7,220,0
'LIVING01',1951-08-08,1951,Aug,8,221,0
'LIVING01',1951-08-09,1951,Aug,9,222,0
'LIVING01',1951-08-10,1951,Aug,10,223,0
'LIVING01',1951-08-11,1951,Aug,11,224,0
'LIVING01',1951-08-12,1951,Aug,12,225,0
'LIVING01',1951-08-13,1951,Aug,13,226,0
'LIVING01',1951-08-14,1951,Aug,14,227,0
'LIVING01',1951-08-15,1951,Aug,15,228,0
'LIVING01',1951-08-16,1951,Aug,16,229,0
'LIVING01',1951-08-17,1951,Aug,17,230,0
'LIVING01',1951-08-18,1951,Aug,18,231,0
'LIVING01',1951-08-19,1951,Aug,19,232,0
'LIVING01',1951-08-20,1951,Aug,20,233,0
'LIVING01',1951-08-21,1951,Aug,21,234,0
'LIVING01',1951-08-22,1951,Aug,22,235,0
'LIVING01',1951-08-23,1951,Aug,23,236,0
'LIVING01',1951-08-24,1951,Aug,24,237,0
'LIVING01',1951-08-25,1951,Aug,25,238,0
'LIVING01',1951-08-26,1951,Aug,26,239,0
'LIVING01',1951-08-27,1951,Aug,27,240,0
'LIVING01',1951-08-28,1951,Aug,28,241,0
'LIVING01',1951-08-29,1951,Aug,29,242,0
'LIVING01',1951-08-30,1951,Aug,30,243,0
'LIVING01',1951-08-31,1951,Aug,31,244,2.8
'LIVING01',1951-09-01,1951,Sep,1,245,7.1
'LIVING01',1951-09-02,1951,Sep,2,246,0
'LIVING01',1951-09-03,1951,Sep,3,247,0
'LIVING01',1951-09-04,1951,Sep,4,248,0
'LIVING01',1951-09-05,1951,Sep,5,249,0
'LIVING01',1951-09-06,1951,Sep,6,250,0
'LIVING01',1951-09-07,1951,Sep,7,251,0
'LIVING01',1951-09-08,1951,Sep,8,252,0
'LIVING01',1951-09-09,1951,Sep,9,253,0
'LIVING01',1951-09-10,1951,Sep,10,254,0
'LIVING01',1951-09-11,1951,Sep,11,255,0
'LIVING01',1951-09-12,1951,Sep,12,256,0
'LIVING01',1951-09-13,1951,Sep,13,257,0
'LIVING01',1951-09-14,1951,Sep,14,258,0
'LIVING01',1951-09-15,1951,Sep,15,259,0
'LIVING01',1951-09-16,1951,Sep,16,260,0
'LIVING01',1951-09-17,1951,Sep,17,261,0
'LIVING01',1951-09-18,1951,Sep,18,262,0
'LIVING01',1951-09-19,1951,Sep,19,263,0
'LIVING01',1951-09-20,1951,Sep,20,264,0
'LIVING01',1951-09-21,1951,Sep,21,265,0
'LIVING01',1951-09-22,1951,Sep,22,266,0
'LIVING01',1951-09-23,1951,Sep,23,267,0
'LIVING01',1951-09-24,1951,Sep,24,268,0
'LIVING01',1951-09-25,1951,Sep,25,269,0
'LIVING01',1951-09-26,1951,Sep,26,270,0
'LIVING01',1951-09-27,1951,Sep,27,271,0
'LIVING01',1951-09-28,1951,Sep,28,272,0
'LIVING01',1951-09-29,1951,Sep,29,273,0
'LIVING01',1951-09-30,1951,Sep,30,274,0
'LIVING01',1951-10-01,1951,Oct,1,275,0
'LIVING01',1951-10-02,1951,Oct,2,276,0
'LIVING01',1951-10-03,1951,Oct,3,277,0
'LIVING01',1951-10-04,1951,Oct,4,278,0
'LIVING01',1951-10-05,1951,Oct,5,279,0
'LIVING01',1951-10-06,1951,Oct,6,280,0
'LIVING01',1951-10-07,1951,Oct,7,281,0
'LIVING01',1951-10-08,1951,Oct,8,282,0
'LIVING01',1951-10-09,1951,Oct,9,283,0
'LIVING01',1951-10-10,1951,Oct,10,284,0
'LIVING01',1951-10-11,1951,Oct,11,285,0
'LIVING01',1951-10-12,1951,Oct,12,286,3.6
'LIVING01',1951-10-13,1951,Oct,13,287,2.8
'LIVING01',1951-10-14,1951,Oct,14,288,0
'LIVING01',1951-10-15,1951,Oct,15,289,0.8
'LIVING01',1951-10-16,1951,Oct,16,290,0
'LIVING01',1951-10-17,1951,Oct,17,291,0
'LIVING01',1951-10-18,1951,Oct,18,292,0
'LIVING01',1951-10-19,1951,Oct,19,293,0
'LIVING01',1951-10-20,1951,Oct,20,294,5.3
'LIVING01',1951-10-21,1951,Oct,21,295,13.2
'LIVING01',1951-10-22,1951,Oct,22,296,9.7
'LIVING01',1951-10-23,1951,Oct,23,297,7.6
'LIVING01',1951-10-24,1951,Oct,24,298,16.3
'LIVING01',1951-10-25,1951,Oct,25,299,0
'LIVING01',1951-10-26,1951,Oct,26,300,9.1
'LIVING01',1951-10-27,1951,Oct,27,301,0
'LIVING01',1951-10-28,1951,Oct,28,302,0
'LIVING01',1951-10-29,1951,Oct,29,303,3.6
'LIVING01',1951-10-30,1951,Oct,30,304,0
'LIVING01',1951-10-31,1951,Oct,31,305,11.4
'LIVING01',1951-11-01,1951,Nov,1,306,12.4
'LIVING01',1951-11-02,1951,Nov,2,307,30.7
'LIVING01',1951-11-03,1951,Nov,3,308,42.7
'LIVING01',1951-11-04,1951,Nov,4,309,0
'LIVING01',1951-11-05,1951,Nov,5,310,0
'LIVING01',1951-11-06,1951,Nov,6,311,1.3
'LIVING01',1951-11-07,1951,Nov,7,312,0
'LIVING01',1951-11-08,1951,Nov,8,313,0
'LIVING01',1951-11-09,1951,Nov,9,314,0
'LIVING01',1951-11-10,1951,Nov,10,315,26.2
'LIVING01',1951-11-11,1951,Nov,11,316,0
'LIVING01',1951-11-12,1951,Nov,12,317,0
'LIVING01',1951-11-13,1951,Nov,13,318,0
'LIVING01',1951-11-14,1951,Nov,14,319,0
'LIVING01',1951-11-15,1951,Nov,15,320,0
'LIVING01',1951-11-16,1951,Nov,16,321,0
'LIVING01',1951-11-17,1951,Nov,17,322,0
'LIVING01',1951-11-18,1951,Nov,18,323,0
'LIVING01',1951-11-19,1951,Nov,19,324,0
'LIVING01',1951-11-20,1951,Nov,20,325,0
'LIVING01',1951-11-21,1951,Nov,21,326,0
'LIVING01',1951-11-22,1951,Nov,22,327,0
'LIVING01',1951-11-23,1951,Nov,23,328,0
'LIVING01',1951-11-24,1951,Nov,24,329,1
'LIVING01',1951-11-25,1951,Nov,25,330,0
'LIVING01',1951-11-26,1951,Nov,26,331,0
'LIVING01',1951-11-27,1951,Nov,27,332,0
'LIVING01',1951-11-28,1951,Nov,28,333,47
'LIVING01',1951-11-29,1951,Nov,29,334,0
'LIVING01',1951-11-30,1951,Nov,30,335,0
'LIVING01',1951-12-01,1951,Dec,1,336,0
'LIVING01',1951-12-02,1951,Dec,2,337,17.8
'LIVING01',1951-12-03,1951,Dec,3,338,3.8
'LIVING01',1951-12-04,1951,Dec,4,339,5.8
'LIVING01',1951-12-05,1951,Dec,5,340,0
'LIVING01',1951-12-06,1951,Dec,6,341,17.5
'LIVING01',1951-12-07,1951,Dec,7,342,11.4
'LIVING01',1951-12-08,1951,Dec,8,343,6.6
'LIVING01',1951-12-09,1951,Dec,9,344,17.8
'LIVING01',1951-12-10,1951,Dec,10,345,38.6
'LIVING01',1951-12-11,1951,Dec,11,346,7.9
'LIVING01',1951-12-12,1951,Dec,12,347,0
'LIVING01',1951-12-13,1951,Dec,13,348,0.5
'LIVING01',1951-12-14,1951,Dec,14,349,0
'LIVING01',1951-12-15,1951,Dec,15,350,0
'LIVING01',1951-12-16,1951,Dec,16,351,0
'LIVING01',1951-12-17,1951,Dec,17,352,0
'LIVING01',1951-12-18,1951,Dec,18,353,0
'LIVING01',1951-12-19,1951,Dec,19,354,0
'LIVING01',1951-12-20,1951,Dec,20,355,0
'LIVING01',1951-12-21,1951,Dec,21,356,0
'LIVING01',1951-12-22,1951,Dec,22,357,35.1
'LIVING01',1951-12-23,1951,Dec,23,358,14.7
'LIVING01',1951-12-24,1951,Dec,24,359,17
'LIVING01',1951-12-25,1951,Dec,25,360,0
'LIVING01',1951-12-26,1951,Dec,26,361,0
'LIVING01',1951-12-27,1951,Dec,27,362,0
'LIVING01',1951-12-28,1951,Dec,28,363,0
'LIVING01',1951-12-29,1951,Dec,29,364,0
'LIVING01',1951-12-30,1951,Dec,30,365,0
'LIVING01',1951-12-31,1951,Dec,31,366,0
'LIVING01',1952-01-01,1952,Jan,1,1,0
'LIVING01',1952-01-02,1952,Jan,2,2,0
'LIVING01',1952-01-03,1952,Jan,3,3,0
'LIVING01',1952-01-04,1952,Jan,4,4,0
'LIVING01',1952-01-05,1952,Jan,5,5,0
'LIVING01',1952-01-06,1952,Jan,6,6,53.6
'LIVING01',1952-01-07,1952,Jan,7,7,147.8
'LIVING01',1952-01-08,1952,Jan,8,8,65.3
'LIVING01',1952-01-09,1952,Jan,9,9,22.6
'LIVING01',1952-01-10,1952,Jan,10,10,0
'LIVING01',1952-01-11,1952,Jan,11,11,0
'LIVING01',1952-01-12,1952,Jan,12,12,11.4
'LIVING01',1952-01-13,1952,Jan,13,13,15
'LIVING01',1952-01-14,1952,Jan,14,14,0
'LIVING01',1952-01-15,1952,Jan,15,15,2.3
'LIVING01',1952-01-16,1952,Jan,16,16,17.3
'LIVING01',1952-01-17,1952,Jan,17,17,7.6
'LIVING01',1952-01-18,1952,Jan,18,18,1
'LIVING01',1952-01-19,1952,Jan,19,19,7.9
'LIVING01',1952-01-20,1952,Jan,20,20,16.8
'LIVING01',1952-01-21,1952,Jan,21,21,5.3
'LIVING01',1952-01-22,1952,Jan,22,22,7.4
'LIVING01',1952-01-23,1952,Jan,23,23,0.8
'LIVING01',1952-01-24,1952,Jan,24,24,16
'LIVING01',1952-01-25,1952,Jan,25,25,1.8
'LIVING01',1952-01-26,1952,Jan,26,26,0
'LIVING01',1952-01-27,1952,Jan,27,27,0
'LIVING01',1952-01-28,1952,Jan,28,28,2
'LIVING01',1952-01-29,1952,Jan,29,29,1.8
'LIVING01',1952-01-30,1952,Jan,30,30,0
'LIVING01',1952-01-31,1952,Jan,31,31,2.8
'LIVING01',1952-02-01,1952,Feb,1,32,0
'LIVING01',1952-02-02,1952,Feb,2,33,25.7
'LIVING01',1952-02-03,1952,Feb,3,34,37.6
'LIVING01',1952-02-04,1952,Feb,4,35,21.6
'LIVING01',1952-02-05,1952,Feb,5,36,2.5
'LIVING01',1952-02-06,1952,Feb,6,37,10.2
'LIVING01',1952-02-07,1952,Feb,7,38,0
'LIVING01',1952-02-08,1952,Feb,8,39,2.8
'LIVING01',1952-02-09,1952,Feb,9,40,3
'LIVING01',1952-02-10,1952,Feb,10,41,3.8
'LIVING01',1952-02-11,1952,Feb,11,42,2
'LIVING01',1952-02-12,1952,Feb,12,43,15.5
'LIVING01',1952-02-13,1952,Feb,13,44,5.6
'LIVING01',1952-02-14,1952,Feb,14,45,13.7
'LIVING01',1952-02-15,1952,Feb,15,46,0
'LIVING01',1952-02-16,1952,Feb,16,47,0
'LIVING01',1952-02-17,1952,Feb,17,48,21.1
'LIVING01',1952-02-18,1952,Feb,18,49,0
'LIVING01',1952-02-19,1952,Feb,19,50,0
'LIVING01',1952-02-20,1952,Feb,20,51,0
'LIVING01',1952-02-21,1952,Feb,21,52,0
'LIVING01',1952-02-22,1952,Feb,22,53,0
'LIVING01',1952-02-23,1952,Feb,23,54,5.6
'LIVING01',1952-02-24,1952,Feb,24,55,20.1
'LIVING01',1952-02-25,1952,Feb,25,56,6.3
'LIVING01',1952-02-26,1952,Feb,26,57,14.2
'LIVING01',1952-02-27,1952,Feb,27,58,20.1
'LIVING01',1952-02-28,1952,Feb,28,59,34.3
'LIVING01',1952-02-29,1952,Feb,29,60,54.6
'LIVING01',1952-03-01,1952,Mar,1,61,15.2
'LIVING01',1952-03-02,1952,Mar,2,62,0
'LIVING01',1952-03-03,1952,Mar,3,63,0
'LIVING01',1952-03-04,1952,Mar,4,64,0
'LIVING01',1952-03-05,1952,Mar,5,65,0
'LIVING01',1952-03-06,1952,Mar,6,66,0
'LIVING01',1952-03-07,1952,Mar,7,67,0
'LIVING01',1952-03-08,1952,Mar,8,68,0
'LIVING01',1952-03-09,1952,Mar,9,69,0
'LIVING01',1952-03-10,1952,Mar,10,70,0
'LIVING01',1952-03-11,1952,Mar,11,71,0
'LIVING01',1952-03-12,1952,Mar,12,72,0
'LIVING01',1952-03-13,1952,Mar,13,73,0
'LIVING01',1952-03-14,1952,Mar,14,74,0
'LIVING01',1952-03-15,1952,Mar,15,75,0
'LIVING01',1952-03-16,1952,Mar,16,76,0
'LIVING01',1952-03-17,1952,Mar,17,77,0
'LIVING01',1952-03-18,1952,Mar,18,78,0
'LIVING01',1952-03-19,1952,Mar,19,79,0
'LIVING01',1952-03-20,1952,Mar,20,80,0
'LIVING01',1952-03-21,1952,Mar,21,81,0
'LIVING01',1952-03-22,1952,Mar,22,82,0
'LIVING01',1952-03-23,1952,Mar,23,83,0
'LIVING01',1952-03-24,1952,Mar,24,84,0
'LIVING01',1952-03-25,1952,Mar,25,85,0
'LIVING01',1952-03-26,1952,Mar,26,86,0
'LIVING01',1952-03-27,1952,Mar,27,87,0
'LIVING01',1952-03-28,1952,Mar,28,88,0
'LIVING01',1952-03-29,1952,Mar,29,89,0
'LIVING01',1952-03-30,1952,Mar,30,90,0
'LIVING01',1952-03-31,1952,Mar,31,91,0
'LIVING01',1952-04-01,1952,Apr,1,92,0
'LIVING01',1952-04-02,1952,Apr,2,93,0
'LIVING01',1952-04-03,1952,Apr,3,94,0
'LIVING01',1952-04-04,1952,Apr,4,95,0
'LIVING01',1952-04-05,1952,Apr,5,96,0
'LIVING01',1952-04-06,1952,Apr,6,97,0
'LIVING01',1952-04-07,1952,Apr,7,98,0
'LIVING01',1952-04-08,1952,Apr,8,99,0
'LIVING01',1952-04-09,1952,Apr,9,100,0
'LIVING01',1952-04-10,1952,Apr,10,101,0
'LIVING01',1952-04-11,1952,Apr,11,102,0
'LIVING01',1952-04-12,1952,Apr,12,103,0
'LIVING01',1952-04-13,1952,Apr,13,104,0
'LIVING01',1952-04-14,1952,Apr,14,105,0
'LIVING01',1952-04-15,1952,Apr,15,106,0
'LIVING01',1952-04-16,1952,Apr,16,107,0
'LIVING01',1952-04-17,1952,Apr,17,108,0
'LIVING01',1952-04-18,1952,Apr,18,109,0
'LIVING01',1952-04-19,1952,Apr,19,110,0
'LIVING01',1952-04-20,1952,Apr,20,111,0
'LIVING01',1952-04-21,1952,Apr,21,112,0
'LIVING01',1952-04-22,1952,Apr,22,113,0
'LIVING01',1952-04-23,1952,Apr,23,114,0
'LIVING01',1952-04-24,1952,Apr,24,115,0
'LIVING01',1952-04-25,1952,Apr,25,116,0
'LIVING01',1952-04-26,1952,Apr,26,117,0
'LIVING01',1952-04-27,1952,Apr,27,118,0
'LIVING01',1952-04-28,1952,Apr,28,119,0
'LIVING01',1952-04-29,1952,Apr,29,120,0
'LIVING01',1952-04-30,1952,Apr,30,121,0
'LIVING01',1952-05-01,1952,May,1,122,0
'LIVING01',1952-05-02,1952,May,2,123,0
'LIVING01',1952-05-03,1952,May,3,124,0
'LIVING01',1952-05-04,1952,May,4,125,0
'LIVING01',1952-05-05,1952,May,5,126,0
'LIVING01',1952-05-06,1952,May,6,127,0
'LIVING01',1952-05-07,1952,May,7,128,0
'LIVING01',1952-05-08,1952,May,8,129,0
'LIVING01',1952-05-09,1952,May,9,130,0
'LIVING01',1952-05-10,1952,May,10,131,0
'LIVING01',1952-05-11,1952,May,11,132,0
'LIVING01',1952-05-12,1952,May,12,133,0
'LIVING01',1952-05-13,1952,May,13,134,0
'LIVING01',1952-05-14,1952,May,14,135,0
'LIVING01',1952-05-15,1952,May,15,136,0
'LIVING01',1952-05-16,1952,May,16,137,0
'LIVING01',1952-05-17,1952,May,17,138,0
'LIVING01',1952-05-18,1952,May,18,139,0
'LIVING01',1952-05-19,1952,May,19,140,0
'LIVING01',1952-05-20,1952,May,20,141,0
'LIVING01',1952-05-21,1952,May,21,142,0
'LIVING01',1952-05-22,1952,May,22,143,0
'LIVING01',1952-05-23,1952,May,23,144,0
'LIVING01',1952-05-24,1952,May,24,145,0
'LIVING01',1952-05-25,1952,May,25,146,0
'LIVING01',1952-05-26,1952,May,26,147,0
'LIVING01',1952-05-27,1952,May,27,148,0
'LIVING01',1952-05-28,1952,May,28,149,0
'LIVING01',1952-05-29,1952,May,29,150,0
'LIVING01',1952-05-30,1952,May,30,151,0
'LIVING01',1952-05-31,1952,May,31,152,0
'LIVING01',1952-06-01,1952,Jun,1,153,0
'LIVING01',1952-06-02,1952,Jun,2,154,0
'LIVING01',1952-06-03,1952,Jun,3,155,0.5
'LIVING01',1952-06-04,1952,Jun,4,156,0
'LIVING01',1952-06-05,1952,Jun,5,157,0
'LIVING01',1952-06-06,1952,Jun,6,158,0
'LIVING01',1952-06-07,1952,Jun,7,159,0
'LIVING01',1952-06-08,1952,Jun,8,160,0
'LIVING01',1952-06-09,1952,Jun,9,161,0
'LIVING01',1952-06-10,1952,Jun,10,162,0
'LIVING01',1952-06-11,1952,Jun,11,163,0
'LIVING01',1952-06-12,1952,Jun,12,164,0
'LIVING01',1952-06-13,1952,Jun,13,165,0
'LIVING01',1952-06-14,1952,Jun,14,166,0
'LIVING01',1952-06-15,1952,Jun,15,167,0
'LIVING01',1952-06-16,1952,Jun,16,168,0
'LIVING01',1952-06-17,1952,Jun,17,169,0
'LIVING01',1952-06-18,1952,Jun,18,170,0
'LIVING01',1952-06-19,1952,Jun,19,171,0
'LIVING01',1952-06-20,1952,Jun,20,172,0
'LIVING01',1952-06-21,1952,Jun,21,173,0
'LIVING01',1952-06-22,1952,Jun,22,174,0
'LIVING01',1952-06-23,1952,Jun,23,175,0
'LIVING01',1952-06-24,1952,Jun,24,176,0
'LIVING01',1952-06-25,1952,Jun,25,177,0
'LIVING01',1952-06-26,1952,Jun,26,178,0
'LIVING01',1952-06-27,1952,Jun,27,179,0
'LIVING01',1952-06-28,1952,Jun,28,180,0
'LIVING01',1952-06-29,1952,Jun,29,181,0
'LIVING01',1952-06-30,1952,Jun,30,182,0
'LIVING01',1952-07-01,1952,Jul,1,183,0
'LIVING01',1952-07-02,1952,Jul,2,184,0
'LIVING01',1952-07-03,1952,Jul,3,185,0
'LIVING01',1952-07-04,1952,Jul,4,186,0
'LIVING01',1952-07-05,1952,Jul,5,187,0
'LIVING01',1952-07-06,1952,Jul,6,188,0
'LIVING01',1952-07-07,1952,Jul,7,189,0
'LIVING01',1952-07-08,1952,Jul,8,190,0
'LIVING01',1952-07-09,1952,Jul,9,191,0
'LIVING01',1952-07-10,1952,Jul,10,192,0
'LIVING01',1952-07-11,1952,Jul,11,193,0
'LIVING01',1952-07-12,1952,Jul,12,194,0
'LIVING01',1952-07-13,1952,Jul,13,195,0
'LIVING01',1952-07-14,1952,Jul,14,196,0
'LIVING01',1952-07-15,1952,Jul,15,197,0
'LIVING01',1952-07-16,1952,Jul,16,198,0
'LIVING01',1952-07-17,1952,Jul,17,199,0
'LIVING01',1952-07-18,1952,Jul,18,200,0
'LIVING01',1952-07-19,1952,Jul,19,201,0
'LIVING01',1952-07-20,1952,Jul,20,202,0
'LIVING01',1952-07-21,1952,Jul,21,203,0
'LIVING01',1952-07-22,1952,Jul,22,204,0
'LIVING01',1952-07-23,1952,Jul,23,205,0
'LIVING01',1952-07-24,1952,Jul,24,206,0
'LIVING01',1952-07-25,1952,Jul,25,207,0
'LIVING01',1952-07-26,1952,Jul,26,208,0
'LIVING01',1952-07-27,1952,Jul,27,209,0
'LIVING01',1952-07-28,1952,Jul,28,210,0
'LIVING01',1952-07-29,1952,Jul,29,211,0
'LIVING01',1952-07-30,1952,Jul,30,212,0
'LIVING01',1952-07-31,1952,Jul,31,213,0
'LIVING01',1952-08-01,1952,Aug,1,214,0
'LIVING01',1952-08-02,1952,Aug,2,215,0
'LIVING01',1952-08-03,1952,Aug,3,216,0
'LIVING01',1952-08-04,1952,Aug,4,217,0
'LIVING01',1952-08-05,1952,Aug,5,218,0
'LIVING01',1952-08-06,1952,Aug,6,219,0
'LIVING01',1952-08-07,1952,Aug,7,220,0
'LIVING01',1952-08-08,1952,Aug,8,221,0
'LIVING01',1952-08-09,1952,Aug,9,222,0
'LIVING01',1952-08-10,1952,Aug,10,223,0
'LIVING01',1952-08-11,1952,Aug,11,224,0
'LIVING01',1952-08-12,1952,Aug,12,225,0
'LIVING01',1952-08-13,1952,Aug,13,226,0
'LIVING01',1952-08-14,1952,Aug,14,227,0
'LIVING01',1952-08-15,1952,Aug,15,228,0
'LIVING01',1952-08-16,1952,Aug,16,229,0
'LIVING01',1952-08-17,1952,Aug,17,230,0
'LIVING01',1952-08-18,1952,Aug,18,231,0
'LIVING01',1952-08-19,1952,Aug,19,232,0
'LIVING01',1952-08-20,1952,Aug,20,233,0
'LIVING01',1952-08-21,1952,Aug,21,234,0
'LIVING01',1952-08-22,1952,Aug,22,235,0
'LIVING01',1952-08-23,1952,Aug,23,236,0
'LIVING01',1952-08-24,1952,Aug,24,237,0
'LIVING01',1952-08-25,1952,Aug,25,238,0
'LIVING01',1952-08-26,1952,Aug,26,239,0
'LIVING01',1952-08-27,1952,Aug,27,240,0
'LIVING01',1952-08-28,1952,Aug,28,241,0
'LIVING01',1952-08-29,1952,Aug,29,242,0
'LIVING01',1952-08-30,1952,Aug,30,243,0
'LIVING01',1952-08-31,1952,Aug,31,244,0
'LIVING01',1952-09-01,1952,Sep,1,245,0
'LIVING01',1952-09-02,1952,Sep,2,246,0
'LIVING01',1952-09-03,1952,Sep,3,247,0
'LIVING01',1952-09-04,1952,Sep,4,248,0
'LIVING01',1952-09-05,1952,Sep,5,249,0
'LIVING01',1952-09-06,1952,Sep,6,250,0
'LIVING01',1952-09-07,1952,Sep,7,251,0
'LIVING01',1952-09-08,1952,Sep,8,252,0
'LIVING01',1952-09-09,1952,Sep,9,253,0
'LIVING01',1952-09-10,1952,Sep,10,254,0
'LIVING01',1952-09-11,1952,Sep,11,255,0
'LIVING01',1952-09-12,1952,Sep,12,256,0
'LIVING01',1952-09-13,1952,Sep,13,257,0
'LIVING01',1952-09-14,1952,Sep,14,258,0
'LIVING01',1952-09-15,1952,Sep,15,259,0
'LIVING01',1952-09-16,1952,Sep,16,260,0
'LIVING01',1952-09-17,1952,Sep,17,261,0
'LIVING01',1952-09-18,1952,Sep,18,262,0
'LIVING01',1952-09-19,1952,Sep,19,263,0
'LIVING01',1952-09-20,1952,Sep,20,264,0
'LIVING01',1952-09-21,1952,Sep,21,265,0
'LIVING01',1952-09-22,1952,Sep,22,266,0
'LIVING01',1952-09-23,1952,Sep,23,267,0
'LIVING01',1952-09-24,1952,Sep,24,268,0
'LIVING01',1952-09-25,1952,Sep,25,269,0.5
'LIVING01',1952-09-26,1952,Sep,26,270,0
'LIVING01',1952-09-27,1952,Sep,27,271,0
'LIVING01',1952-09-28,1952,Sep,28,272,0
'LIVING01',1952-09-29,1952,Sep,29,273,0
'LIVING01',1952-09-30,1952,Sep,30,274,0
'LIVING01',1952-10-01,1952,Oct,1,275,0
'LIVING01',1952-10-02,1952,Oct,2,276,0
'LIVING01',1952-10-03,1952,Oct,3,277,0
'LIVING01',1952-10-04,1952,Oct,4,278,0
'LIVING01',1952-10-05,1952,Oct,5,279,0
'LIVING01',1952-10-06,1952,Oct,6,280,9.7
'LIVING01',1952-10-07,1952,Oct,7,281,0
'LIVING01',1952-10-08,1952,Oct,8,282,0
'LIVING01',1952-10-09,1952,Oct,9,283,0
'LIVING01',1952-10-10,1952,Oct,10,284,0
'LIVING01',1952-10-11,1952,Oct,11,285,0
'LIVING01',1952-10-12,1952,Oct,12,286,0
'LIVING01',1952-10-13,1952,Oct,13,287,0
'LIVING01',1952-10-14,1952,Oct,14,288,0
'LIVING01',1952-10-15,1952,Oct,15,289,0
'LIVING01',1952-10-16,1952,Oct,16,290,0
'LIVING01',1952-10-17,1952,Oct,17,291,0
'LIVING01',1952-10-18,1952,Oct,18,292,11.4
'LIVING01',1952-10-19,1952,Oct,19,293,0
'LIVING01',1952-10-20,1952,Oct,20,294,0
'LIVING01',1952-10-21,1952,Oct,21,295,0
'LIVING01',1952-10-22,1952,Oct,22,296,0
'LIVING01',1952-10-23,1952,Oct,23,297,0
'LIVING01',1952-10-24,1952,Oct,24,298,0
'LIVING01',1952-10-25,1952,Oct,25,299,0
'LIVING01',1952-10-26,1952,Oct,26,300,0
'LIVING01',1952-10-27,1952,Oct,27,301,0
'LIVING01',1952-10-28,1952,Oct,28,302,1
'LIVING01',1952-10-29,1952,Oct,29,303,2
'LIVING01',1952-10-30,1952,Oct,30,304,1.8
'LIVING01',1952-10-31,1952,Oct,31,305,7.1
'LIVING01',1952-11-01,1952,Nov,1,306,6.3
'LIVING01',1952-11-02,1952,Nov,2,307,0.8
'LIVING01',1952-11-03,1952,Nov,3,308,0
'LIVING01',1952-11-04,1952,Nov,4,309,1.3
'LIVING01',1952-11-05,1952,Nov,5,310,52.1
'LIVING01',1952-11-06,1952,Nov,6,311,10.2
'LIVING01',1952-11-07,1952,Nov,7,312,1
'LIVING01',1952-11-08,1952,Nov,8,313,0.3
'LIVING01',1952-11-09,1952,Nov,9,314,0
'LIVING01',1952-11-10,1952,Nov,10,315,3.3
'LIVING01',1952-11-11,1952,Nov,11,316,2.3
'LIVING01',1952-11-12,1952,Nov,12,317,0
'LIVING01',1952-11-13,1952,Nov,13,318,0
'LIVING01',1952-11-14,1952,Nov,14,319,0
'LIVING01',1952-11-15,1952,Nov,15,320,0
'LIVING01',1952-11-16,1952,Nov,16,321,0
'LIVING01',1952-11-17,1952,Nov,17,322,0
'LIVING01',1952-11-18,1952,Nov,18,323,0
'LIVING01',1952-11-19,1952,Nov,19,324,0
'LIVING01',1952-11-20,1952,Nov,20,325,0
'LIVING01',1952-11-21,1952,Nov,21,326,0
'LIVING01',1952-11-22,1952,Nov,22,327,0
'LIVING01',1952-11-23,1952,Nov,23,328,5.1
'LIVING01',1952-11-24,1952,Nov,24,329,17.5
'LIVING01',1952-11-25,1952,Nov,25,330,3.3
'LIVING01',1952-11-26,1952,Nov,26,331,0
'LIVING01',1952-11-27,1952,Nov,27,332,0
'LIVING01',1952-11-28,1952,Nov,28,333,0
'LIVING01',1952-11-29,1952,Nov,29,334,0
'LIVING01',1952-11-30,1952,Nov,30,335,0
'LIVING01',1952-12-01,1952,Dec,1,336,0
'LIVING01',1952-12-02,1952,Dec,2,337,0
'LIVING01',1952-12-03,1952,Dec,3,338,0
'LIVING01',1952-12-04,1952,Dec,4,339,20.3
